央视频道,#genre#
贵州卫视,http://112.19.88.97:8899/rtp/239.11.0.51:5140$四川移动
河北卫视,http://183.220.20.17:4321/rtp/239.11.0.31:5140$四川移动
河北卫视,http://112.19.88.97:8899/rtp/239.11.0.31:5140$四川移动
河南卫视,http://183.220.20.17:4321/rtp/239.11.0.44:5140$四川移动
河南卫视,http://112.19.88.97:8899/rtp/239.11.0.44:5140$四川移动
黑龙江卫视,http://183.220.20.17:4321/rtp/239.11.0.36:5140$四川移动
黑龙江卫视,http://112.19.88.97:8899/rtp/239.11.0.36:5140$四川移动
湖北卫视,http://183.220.20.17:4321/rtp/239.11.0.74:5140$四川移动
湖北卫视,http://112.19.88.97:8899/rtp/239.11.0.74:5140$四川移动
吉林卫视,http://183.220.20.17:4321/rtp/239.11.0.35:5140$四川移动
吉林卫视,http://112.19.88.97:8899/rtp/239.11.0.35:5140$四川移动
江西卫视,http://183.220.20.17:4321/rtp/239.11.0.42:5140$四川移动
江西卫视,http://112.19.88.97:8899/rtp/239.11.0.42:5140$四川移动
辽宁卫视,http://183.220.20.17:4321/rtp/239.11.0.118:5140$四川移动
辽宁卫视,http://112.19.88.97:8899/rtp/239.11.0.118:5140$四川移动
山东卫视,http://183.220.20.17:4321/rtp/239.11.0.73:5140$四川移动
山东卫视,http://112.19.88.97:8899/rtp/239.11.0.73:5140$四川移动
山东教育卫视,http://183.220.20.17:4321/rtp/239.11.0.140:5140$四川移动
山东教育卫视,http://112.19.88.97:8899/rtp/239.11.0.140:5140$四川移动
陕西卫视,http://183.220.20.17:4321/rtp/239.11.0.54:5140$四川移动
陕西卫视,http://112.19.88.97:8899/rtp/239.11.0.54:5140$四川移动
深圳卫视,http://183.220.20.17:4321/rtp/239.11.0.71:5140$四川移动
深圳卫视,http://112.19.88.97:8899/rtp/239.11.0.71:5140$四川移动
天津卫视,http://183.220.20.17:4321/rtp/239.11.0.123:5140$四川移动
天津卫视,http://112.19.88.97:8899/rtp/239.11.0.123:5140$四川移动
云南卫视,http://183.220.20.17:4321/rtp/239.11.0.52:5140$四川移动
云南卫视,http://112.19.88.97:8899/rtp/239.11.0.52:5140$四川移动
山西卫视,http://183.220.20.17:4321/rtp/239.11.0.32:5140$四川移动
山西卫视,http://112.19.88.97:8899/rtp/239.11.0.32:5140$四川移动
海南卫视,http://183.220.20.17:4321/rtp/239.11.0.193:5140$四川移动
海南卫视,http://112.19.88.97:8899/rtp/239.11.0.193:5140$四川移动
内蒙古卫视,http://183.220.20.17:4321/rtp/239.11.0.33:5140$四川移动
内蒙古卫视,http://112.19.88.97:8899/rtp/239.11.0.33:5140$四川移动
宁夏卫视,http://183.220.20.17:4321/rtp/239.11.0.57:5140$四川移动
宁夏卫视,http://112.19.88.97:8899/rtp/239.11.0.57:5140$四川移动
青海卫视,http://183.220.20.17:4321/rtp/239.11.0.56:5140$四川移动
青海卫视,http://112.19.88.97:8899/rtp/239.11.0.56:5140$四川移动
西藏卫视,http://183.220.20.17:4321/rtp/239.11.0.53:5140$四川移动
西藏卫视,http://112.19.88.97:8899/rtp/239.11.0.53:5140$四川移动
新疆卫视,http://183.220.20.17:4321/rtp/239.11.0.58:5140$四川移动
新疆卫视,http://112.19.88.97:8899/rtp/239.11.0.58:5140$四川移动
延边卫视,http://183.220.20.17:4321/rtp/239.11.0.206:5140$四川移动
延边卫视,http://112.19.88.97:8899/rtp/239.11.0.206:5140$四川移动
兵团卫视,http://183.220.20.17:4321/rtp/239.11.0.204:5140$四川移动
兵团卫视,http://112.19.88.97:8899/rtp/239.11.0.204:5140$四川移动
☘️四川省,#genre#
四川影视文艺,http://183.220.20.17:4321/rtp/239.11.0.77:5140$四川移动
四川影视文艺,http://112.19.88.97:8899/rtp/239.11.0.77:5140$四川移动
四川科教频道,http://183.220.20.17:4321/rtp/239.11.0.194:5140$四川移动
四川科教频道,http://112.19.88.97:8899/rtp/239.11.0.194:5140$四川移动
四川峨眉电影,http://183.220.20.17:4321/rtp/239.11.0.11:5140$四川移动
四川峨眉电影,http://112.19.88.97:8899/rtp/239.11.0.11:5140$四川移动
CDTV2经济,http://183.220.20.17:4321/rtp/239.10.0.12:5140$四川移动
CDTV2经济,http://112.19.88.97:8899/rtp/239.10.0.12:5140$四川移动
CDTV3生活,http://183.220.20.17:4321/rtp/239.10.0.13:5140$四川移动
CDTV3生活,http://112.19.88.97:8899/rtp/239.10.0.13:5140$四川移动
CDTV4影视,http://183.220.20.17:4321/rtp/239.10.0.14:5140$四川移动
CDTV4影视,http://112.19.88.97:8899/rtp/239.10.0.14:5140$四川移动
CDTV5公共,http://183.220.20.17:4321/rtp/239.10.0.15:5140$四川移动
CDTV5公共,http://112.19.88.97:8899/rtp/239.10.0.15:5140$四川移动
CDTV6少儿,http://183.220.20.17:4321/rtp/239.10.0.16:5140$四川移动
CDTV6少儿,http://112.19.88.97:8899/rtp/239.10.0.16:5140$四川移动
铁路电视,http://183.220.20.17:4321/rtp/239.11.0.191:5140$四川移动
铁路电视,http://112.19.88.97:8899/rtp/239.11.0.191:5140$四川移动
☘️吉林省,#genre#
CDTV1综合,http://183.220.20.17:4321/rtp/239.10.0.11:5140$四川移动
CDTV1综合,http://112.19.88.97:8899/rtp/239.10.0.11:5140$四川移动
其它频道,#genre#
稻城电视台,http://183.220.20.17:4321/rtp/239.10.0.29:5140$四川移动
稻城电视台,http://112.19.88.97:8899/rtp/239.10.0.29:5140$四川移动
☘️上海市,#genre#
上海游戏风云,http://183.220.20.17:4321/rtp/239.10.0.103:5140$四川移动
上海游戏风云,http://112.19.88.97:8899/rtp/239.10.0.103:5140$四川移动
上海东方财经,http://183.220.20.17:4321/rtp/239.10.0.178:5140$四川移动
上海东方财经,http://112.19.88.97:8899/rtp/239.10.0.178:5140$四川移动
