央视频道,#genre#
卡酷少儿,http://106.59.3.141:55555/rtp/239.200.200.64:8324$云南电信
卡酷少儿,http://106.59.2.85:55555/rtp/239.200.200.64:8324$云南电信
新动漫,http://106.59.3.141:55555/rtp/239.200.201.32:4120$云南电信
新动漫,http://106.59.2.85:55555/rtp/239.200.201.32:4120$云南电信
IPTV2,http://106.59.3.141:55555/rtp/239.200.200.79:1234$云南电信
IPTV2,http://106.59.2.85:55555/rtp/239.200.200.79:1234$云南电信
IPTV3,http://106.59.3.141:55555/udp/239.200.200.76:9004$云南电信
IPTV3,http://106.59.2.85:55555/udp/239.200.200.76:9004$云南电信
IPTV4,http://106.59.3.141:55555/rtp/239.200.200.71:8012$云南电信
IPTV4,http://106.59.2.85:55555/rtp/239.200.200.71:8012$云南电信
IPTV5,http://106.59.3.141:55555/udp/239.200.201.5:4120$云南电信
IPTV5,http://106.59.2.85:55555/udp/239.200.201.5:4120$云南电信
IPTV6,http://106.59.3.141:55555/udp/239.200.201.81:4120$云南电信
IPTV6,http://106.59.2.85:55555/udp/239.200.201.81:4120$云南电信
IPTV7,http://106.59.3.141:55555/rtp/239.200.200.10:9008$云南电信
IPTV7,http://106.59.2.85:55555/rtp/239.200.200.10:9008$云南电信
北京纪实科教,http://106.59.3.141:55555/rtp/239.200.200.147:8728$云南电信
北京纪实科教,http://106.59.2.85:55555/rtp/239.200.200.147:8728$云南电信
金鹰纪实,http://106.59.3.141:55555/rtp/239.200.201.126:8840$云南电信
金鹰纪实,http://106.59.2.85:55555/rtp/239.200.201.126:8840$云南电信
金鹰卡通,http://106.59.3.141:55555/rtp/239.200.200.65:8328$云南电信
金鹰卡通,http://106.59.2.85:55555/rtp/239.200.200.65:8328$云南电信
快乐垂钓,http://106.59.3.141:55555/rtp/239.200.200.103:8400$云南电信
快乐垂钓,http://106.59.2.85:55555/rtp/239.200.200.103:8400$云南电信
茶频道,http://106.59.3.141:55555/rtp/239.200.201.36:8404$云南电信
茶频道,http://106.59.2.85:55555/rtp/239.200.201.36:8404$云南电信
河南梨园频道,http://106.59.3.141:55555/rtp/239.200.200.101:8048$云南电信
河南梨园频道,http://106.59.2.85:55555/rtp/239.200.200.101:8048$云南电信
卫视频道,#genre#
云南卫视,http://106.59.3.141:55555/rtp/239.200.200.145:8840$云南电信
云南卫视,http://106.59.2.85:55555/rtp/239.200.200.145:8840$云南电信
安徽卫视,http://106.59.3.141:55555/udp/239.200.200.129:8720$云南电信
安徽卫视,http://106.59.2.85:55555/udp/239.200.200.129:8720$云南电信
北京卫视,http://106.59.3.141:55555/rtp/239.200.200.5:8024$云南电信
北京卫视,http://106.59.2.85:55555/rtp/239.200.200.5:8024$云南电信
东方卫视,http://106.59.3.141:55555/udp/239.200.200.8:8032$云南电信
东方卫视,http://106.59.2.85:55555/udp/239.200.200.8:8032$云南电信
浙江卫视,http://106.59.3.141:55555/udp/239.200.200.141:8724$云南电信
浙江卫视,http://106.59.2.85:55555/udp/239.200.200.141:8724$云南电信
湖北卫视,http://106.59.3.141:55555/rtp/239.200.200.68:8772$云南电信
湖北卫视,http://106.59.2.85:55555/rtp/239.200.200.68:8772$云南电信
湖南卫视,http://106.59.3.141:55555/rtp/239.200.200.6:8012$云南电信
湖南卫视,http://106.59.2.85:55555/rtp/239.200.200.6:8012$云南电信
吉林卫视,http://106.59.3.141:55555/udp/239.200.201.127:8792$云南电信
吉林卫视,http://106.59.2.85:55555/udp/239.200.201.127:8792$云南电信
江苏卫视,http://106.59.3.141:55555/udp/239.200.200.7:8028$云南电信
江苏卫视,http://106.59.2.85:55555/udp/239.200.200.7:8028$云南电信
江西卫视,http://106.59.3.141:55555/udp/239.200.201.79:8876$云南电信
江西卫视,http://106.59.2.85:55555/udp/239.200.201.79:8876$云南电信
深圳卫视,http://106.59.3.141:55555/rtp/239.200.200.67:8776$云南电信
深圳卫视,http://106.59.2.85:55555/rtp/239.200.200.67:8776$云南电信
四川卫视,http://106.59.3.141:55555/udp/239.200.201.137:8796$云南电信
四川卫视,http://106.59.2.85:55555/udp/239.200.201.137:8796$云南电信
东南卫视,http://106.59.3.141:55555/udp/239.200.201.69:8764$云南电信
东南卫视,http://106.59.2.85:55555/udp/239.200.201.69:8764$云南电信
甘肃卫视,http://106.59.3.141:55555/udp/239.200.200.186:8356$云南电信
甘肃卫视,http://106.59.2.85:55555/udp/239.200.200.186:8356$云南电信
广东卫视,http://106.59.3.141:55555/udp/239.200.201.35:8768$云南电信
广东卫视,http://106.59.2.85:55555/udp/239.200.201.35:8768$云南电信
山东卫视,http://106.59.3.141:55555/rtp/239.200.200.168:8748$云南电信
山东卫视,http://106.59.2.85:55555/rtp/239.200.200.168:8748$云南电信
贵州卫视,http://106.59.3.141:55555/udp/239.200.201.119:8788$云南电信
贵州卫视,http://106.59.2.85:55555/udp/239.200.201.119:8788$云南电信
海南卫视,http://106.59.3.141:55555/udp/239.200.201.159:8408$云南电信
海南卫视,http://106.59.2.85:55555/udp/239.200.201.159:8408$云南电信
河南卫视,http://106.59.3.141:55555/udp/239.200.201.158:8412$云南电信
河南卫视,http://106.59.2.85:55555/udp/239.200.201.158:8412$云南电信
天津卫视,http://106.59.3.141:55555/udp/239.200.200.69:1234$云南电信
天津卫视,http://106.59.2.85:55555/udp/239.200.200.69:1234$云南电信
黑龙江卫视,http://106.59.3.141:55555/rtp/239.200.200.66:8016$云南电信
黑龙江卫视,http://106.59.2.85:55555/rtp/239.200.200.66:8016$云南电信
辽宁卫视,http://106.59.3.141:55555/udp/239.200.200.167:8736$云南电信
辽宁卫视,http://106.59.2.85:55555/udp/239.200.200.167:8736$云南电信
内蒙卫视,http://106.59.3.141:55555/rtp/239.200.200.57:8296$云南电信
内蒙卫视,http://106.59.2.85:55555/rtp/239.200.200.57:8296$云南电信
广西卫视,http://106.59.3.141:55555/rtp/239.200.200.53:8280$云南电信
广西卫视,http://106.59.2.85:55555/rtp/239.200.200.53:8280$云南电信
重庆卫视,http://106.59.3.141:55555/rtp/239.200.200.49:8264$云南电信
重庆卫视,http://106.59.2.85:55555/rtp/239.200.200.49:8264$云南电信
宁夏卫视,http://106.59.3.141:55555/rtp/239.200.200.60:8308$云南电信
宁夏卫视,http://106.59.2.85:55555/rtp/239.200.200.60:8308$云南电信
青海卫视,http://106.59.3.141:55555/rtp/239.200.200.58:8300$云南电信
青海卫视,http://106.59.2.85:55555/rtp/239.200.200.58:8300$云南电信
山西卫视,http://106.59.3.141:55555/rtp/239.200.200.56:8292$云南电信
山西卫视,http://106.59.2.85:55555/rtp/239.200.200.56:8292$云南电信
陕西卫视,http://106.59.3.141:55555/rtp/239.200.200.55:8288$云南电信
陕西卫视,http://106.59.2.85:55555/rtp/239.200.200.55:8288$云南电信
新疆卫视,http://106.59.3.141:55555/rtp/239.200.200.62:8316$云南电信
新疆卫视,http://106.59.2.85:55555/rtp/239.200.200.62:8316$云南电信
西藏卫视,http://106.59.3.141:55555/rtp/239.200.200.61:8312$云南电信
西藏卫视,http://106.59.2.85:55555/rtp/239.200.200.61:8312$云南电信
三沙卫视,http://106.59.3.141:55555/rtp/239.200.201.136:8140$云南电信
三沙卫视,http://106.59.2.85:55555/rtp/239.200.201.136:8140$云南电信
山东教育卫视,http://106.59.3.141:55555/rtp/239.200.201.77:8132$云南电信
山东教育卫视,http://106.59.2.85:55555/rtp/239.200.201.77:8132$云南电信
☘️上海市,#genre#
云南都市频道,http://106.59.3.141:55555/rtp/239.200.200.12:8844$云南电信
云南都市频道,http://106.59.2.85:55555/rtp/239.200.200.12:8844$云南电信
☘️云南省,#genre#
云南娱乐频道,http://106.59.3.141:55555/rtp/239.200.200.13:8848$云南电信
云南娱乐频道,http://106.59.2.85:55555/rtp/239.200.200.13:8848$云南电信
云南影视频道,http://106.59.3.141:55555/rtp/239.200.200.15:8856$云南电信
云南影视频道,http://106.59.2.85:55555/rtp/239.200.200.15:8856$云南电信
云南康旅频道,http://106.59.3.141:55555/rtp/239.200.200.31:8860$云南电信
云南康旅频道,http://106.59.2.85:55555/rtp/239.200.200.31:8860$云南电信
云南少儿频道,http://106.59.3.141:55555/rtp/239.200.200.32:8864$云南电信
云南少儿频道,http://106.59.2.85:55555/rtp/239.200.200.32:8864$云南电信
澜湄国际频道,http://106.59.3.141:55555/rtp/239.200.200.33:8024$云南电信
澜湄国际频道,http://106.59.2.85:55555/rtp/239.200.200.33:8024$云南电信
楚雄新闻频道,http://106.59.3.141:55555/rtp/239.200.200.116:8708$云南电信
楚雄新闻频道,http://106.59.2.85:55555/rtp/239.200.200.116:8708$云南电信
禄丰市电视台,http://106.59.3.141:55555/rtp/239.200.200.163:8798$云南电信
禄丰市电视台,http://106.59.2.85:55555/rtp/239.200.200.163:8798$云南电信
华数动漫,http://106.59.3.141:55555/rtp/239.200.200.75:9000$云南电信
华数动漫,http://106.59.2.85:55555/rtp/239.200.200.75:9000$云南电信
4K频道,#genre#
云南4K频道,http://106.59.3.141:55555/rtp/239.200.200.178:8884$云南电信
云南4K频道,http://106.59.2.85:55555/rtp/239.200.200.178:8884$云南电信
☘️福建省,#genre#
华数电视剧1,http://106.59.3.141:55555/rtp/239.200.200.72:9020$云南电信
华数电视剧1,http://106.59.2.85:55555/rtp/239.200.200.72:9020$云南电信
华数电视剧2,http://106.59.3.141:55555/udp/239.200.200.74:9012$云南电信
华数电视剧2,http://106.59.2.85:55555/udp/239.200.200.74:9012$云南电信
华数电视剧3,http://106.59.3.141:55555/udp/239.200.200.11:8072$云南电信
华数电视剧3,http://106.59.2.85:55555/udp/239.200.200.11:8072$云南电信
华数电视剧4,http://106.59.3.141:55555/rtp/239.200.200.78:1234$云南电信
华数电视剧4,http://106.59.2.85:55555/rtp/239.200.200.78:1234$云南电信
☘️天津市,#genre#
重庆汽摩,http://106.59.3.141:55555/rtp/239.200.200.98:8052$云南电信
重庆汽摩,http://106.59.2.85:55555/rtp/239.200.200.98:8052$云南电信
☘️吉林省,#genre#
IPTV1,http://106.59.3.141:55555/udp/239.200.200.81:1234$云南电信
IPTV1,http://106.59.2.85:55555/udp/239.200.200.81:1234$云南电信
IPTV10,http://106.59.3.141:55555/rtp/239.200.200.80:1234$云南电信
IPTV10,http://106.59.2.85:55555/rtp/239.200.200.80:1234$云南电信
☘️河南省,#genre#
河南文物宝库,http://106.59.3.141:55555/rtp/239.200.200.96:8112$云南电信
河南文物宝库,http://106.59.2.85:55555/rtp/239.200.200.96:8112$云南电信
河南武术世界,http://106.59.3.141:55555/rtp/239.200.200.90:8064$云南电信
河南武术世界,http://106.59.2.85:55555/rtp/239.200.200.90:8064$云南电信
